297,228,
599,271,
697,369,
717,444,
702,535,
599,604,
511,616,
446,666,
481,724,
475,773,
405,824,
345,833,
248,794,
166,732,
115,625,
79,532,
76,431,
64,344,
126,216,
---
220,292,
454,314,
569,349,
621,435,
608,521,
534,539,
480,543,
417,566,
358,603,
331,668,
355,728,
320,733,
243,687,
186,566,
147,412,
156,325,
---
345,275,
---
1.4659193880646628,
