185,93,
371,61,
488,63,
574,77,
623,129,
639,208,
627,270,
598,328,
505,346,
412,376,
399,421,
395,475,
387,528,
314,539,
238,534,
162,494,
89,437,
43,305,
42,237,
52,151,
---
192,175,
383,131,
479,137,
513,157,
530,215,
520,259,
469,277,
367,289,
320,315,
278,383,
257,435,
230,439,
176,416,
125,345,
110,273,
129,211,
146,184,
---
295,120,
---
1.777120220824614,
