248,64,
422,89,
558,143,
634,191,
706,276,
763,371,
780,473,
758,590,
693,678,
559,718,
429,737,
309,725,
174,689,
116,608,
74,479,
76,477,
89,290,
102,127,
177,80,
---
260,148,
329,160,
428,197,
526,248,
591,308,
643,384,
663,459,
672,557,
630,598,
627,599,
540,622,
445,623,
352,619,
281,600,
213,576,
184,518,
155,452,
158,333,
186,191,
